"c_host_gene_response_id","c_pathogen_id","c_description","c_host_response_id","c_gene_id","c_curation_flag","c_response_type_vo_id","c_response_type_vo_id2"
1843,59,"YF-Vax induced down-regulation of RHOT2 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2709,10,VO_0000239,
1844,59,"YF-Vax induced down-regulation of MAP7D1 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2710,10,VO_0000239,
1845,59,"YF-Vax induced down-regulation of PPFIA4 in PBMC's extracted from human subjects: -0.53 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2712,10,VO_0000239,
1846,59,"YF-Vax induced down-regulation of P4HB in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2714,10,VO_0000239,
1847,59,"YF-Vax induced down-regulation of AKAP8L in PBMC's extracted from human subjects: -0.42 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2715,10,VO_0000239,
1848,59,"YF-Vax induced down-regulation of PSTPIP1 in PBMC's extracted from human subjects: -0.33 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2717,10,VO_0000239,
1849,59,"YF-Vax induced down-regulation of ZNF681 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2718,10,VO_0000239,
1850,59,"YF-Vax induced down-regulation of SPEF1 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2723,10,VO_0000239,
1851,59,"YF-Vax induced down-regulation of DUSP15 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2725,10,VO_0000239,
1852,59,"YF-Vax induced down-regulation of CCT7 in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2727,10,VO_0000239,
1853,59,"YF-Vax induced down-regulation of INPPL1 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2730,10,VO_0000239,
1854,59,"YF-Vax induced down-regulation of ADCY9 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2731,10,VO_0000239,
1855,59,"YF-Vax induced down-regulation of SFI1 in PBMC's extracted from human subjects: -0.41 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2738,10,VO_0000239,
1856,59,"YF-Vax induced down-regulation of SRSF1 in PBMC's extracted from human subjects: -0.44 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2742,10,VO_0000239,
1857,59,"YF-Vax induced down-regulation of ARHGAP4 in PBMC's extracted from human subjects: -0.30 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2743,10,VO_0000239,
1858,59,"YF-Vax induced down-regulation of TOP2B in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2745,10,VO_0000239,
1859,59,"YF-Vax induced down-regulation of RPS27AP5 in PBMC's extracted from human subjects: -0.43 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2748,10,VO_0000239,
1860,59,"YF-Vax induced down-regulation of BPIFB2 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2749,10,VO_0000239,
1861,59,"YF-Vax induced down-regulation of ZAP70 in PBMC's extracted from human subjects: -0.40 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2750,10,VO_0000239,
1862,59,"YF-Vax induced down-regulation of CXXC5 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2751,10,VO_0000239,
1863,59,"YF-Vax induced down-regulation of RPL11 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2349,10,VO_0000239,
1864,59,"YF-Vax induced down-regulation of SESN2 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2757,10,VO_0000239,
1865,59,"YF-Vax induced down-regulation of POLM in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2759,10,VO_0000239,
1866,59,"YF-Vax induced down-regulation of FAR2 in PBMC's extracted from human subjects: -0.46 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2760,10,VO_0000239,
1867,59,"YF-Vax induced down-regulation of SNAI3 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2761,10,VO_0000239,
1868,59,"YF-Vax induced down-regulation of KIF22 in PBMC's extracted from human subjects: -0.38 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2762,10,VO_0000239,
1869,59,"YF-Vax induced down-regulation of ARHGAP27 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2767,10,VO_0000239,
1870,59,"YF-Vax induced down-regulation of DHX30 in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2768,10,VO_0000239,
1871,59,"YF-Vax induced down-regulation of CCT4 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2771,10,VO_0000239,
1872,59,"YF-Vax induced down-regulation of MN1 in PBMC's extracted from human subjects: -0.62 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2776,10,VO_0000239,
1873,59,"YF-Vax induced down-regulation of CD244 in PBMC's extracted from human subjects: -0.41 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,1461,10,VO_0000239,
1874,59,"YF-Vax induced down-regulation of NEUROG3 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2778,10,VO_0000239,
1875,59,"YF-Vax induced down-regulation of RPS11 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2779,10,VO_0000239,
1876,59,"YF-Vax induced down-regulation of RPL22L1 in PBMC's extracted from human subjects: -0.40 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2781,10,VO_0000239,
1877,59,"YF-Vax induced down-regulation of PLIN1 in PBMC's extracted from human subjects: -0.42 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2787,10,VO_0000239,
1878,59,"YF-Vax induced down-regulation of TSC22D4 in PBMC's extracted from human subjects: -0.28 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,1153,10,VO_0000239,
1879,59,"YF-Vax induced down-regulation of RPS10 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2261,10,VO_0000239,
1880,59,"YF-Vax induced down-regulation of ACP5 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2789,10,VO_0000239,
1881,59,"YF-Vax induced down-regulation of CTNNBIP1 in PBMC's extracted from human subjects: -0.25 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2790,10,VO_0000239,
1882,59,"YF-Vax induced down-regulation of RPL22 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2378,10,VO_0000239,
1883,59,"YF-Vax induced down-regulation of RPL22 in PBMC's extracted from human subjects: -0.37 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2378,10,VO_0000239,
1884,59,"YF-Vax induced down-regulation of HMGB1 in PBMC's extracted from human subjects: -0.44 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2792,10,VO_0000239,
1885,59,"YF-Vax induced down-regulation of FAM160A2 in PBMC's extracted from human subjects: -0.38 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2795,10,VO_0000239,
1886,59,"YF-Vax induced down-regulation of MAST1 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2796,10,VO_0000239,
1887,59,"YF-Vax induced down-regulation of TSSC4 in PBMC's extracted from human subjects: -0.44 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2798,10,VO_0000239,
1888,59,"YF-Vax induced down-regulation of SF3A2 in PBMC's extracted from human subjects: -0.39 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2799,10,VO_0000239,
1889,59,"YF-Vax induced down-regulation of CCT3 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2800,10,VO_0000239,
1890,59,"YF-Vax induced down-regulation of NDUFB8 in PBMC's extracted from human subjects: -0.24 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2802,10,VO_0000239,
1891,59,"YF-Vax induced down-regulation of RPL18 in PBMC's extracted from human subjects: -0.64 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2266,10,VO_0000239,
1892,59,"YF-Vax induced down-regulation of SLC4A1 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2432,10,VO_0000239,
1893,59,"YF-Vax induced down-regulation of SGTA in PBMC's extracted from human subjects: -0.28 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2808,10,VO_0000239,
1894,59,"YF-Vax induced down-regulation of FLNA in PBMC's extracted from human subjects: -0.36 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2809,10,VO_0000239,
1895,59,"YF-Vax induced down-regulation of NME3 in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2813,10,VO_0000239,
1896,59,"YF-Vax induced down-regulation of RBM10 in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2817,10,VO_0000239,
1897,59,"YF-Vax induced down-regulation of RBM10 in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2817,10,VO_0000239,
1898,59,"YF-Vax induced down-regulation of RBM10 in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2817,10,VO_0000239,
1899,59,"YF-Vax induced down-regulation of SLC13A5 in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2818,10,VO_0000239,
1900,59,"YF-Vax induced down-regulation of MAGEA3 in PBMC's extracted from human subjects: -0.56 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2830,10,VO_0000239,
1901,59,"YF-Vax induced down-regulation of PDLIM2 in PBMC's extracted from human subjects: -0.27 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2831,10,VO_0000239,
1902,59,"YF-Vax induced down-regulation of TCF3 in PBMC's extracted from human subjects: -0.26 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2834,10,VO_0000239,
1903,59,"YF-Vax induced down-regulation of RPS15 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2839,10,VO_0000239,
1904,59,"YF-Vax induced down-regulation of OTUD7A in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2840,10,VO_0000239,
1905,59,"YF-Vax induced down-regulation of RDH13 in PBMC's extracted from human subjects: -0.48 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2845,10,VO_0000239,
1906,59,"YF-Vax induced down-regulation of PAF1 in PBMC's extracted from human subjects: -0.38 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2846,10,VO_0000239,
1907,59,"YF-Vax induced down-regulation of CHMP1A in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2848,10,VO_0000239,
1908,59,"YF-Vax induced down-regulation of FLJ38379 in PBMC's extracted from human subjects: -0.35 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2855,10,VO_0000239,
1909,59,"YF-Vax induced down-regulation of TNFAIP8 in PBMC's extracted from human subjects: -0.24 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2857,10,VO_0000239,
1910,59,"YF-Vax induced down-regulation of LRRC45 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2861,10,VO_0000239,
1911,59,"YF-Vax induced down-regulation of PYGB in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2452,10,VO_0000239,
1912,59,"YF-Vax induced down-regulation of MCM7 in PBMC's extracted from human subjects: -0.35 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2863,10,VO_0000239,
1913,59,"YF-Vax induced down-regulation of C21ORF33 in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2864,10,VO_0000239,
1914,59,"YF-Vax induced down-regulation of CLPP in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2865,10,VO_0000239,
1915,59,"YF-Vax induced down-regulation of OTOS in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2866,10,VO_0000239,
1916,59,"YF-Vax induced down-regulation of EEF1D in PBMC's extracted from human subjects: -0.28 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2867,10,VO_0000239,
1917,59,"YF-Vax induced down-regulation of DCBLD2 in PBMC's extracted from human subjects: -0.49 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2875,10,VO_0000239,
1918,59,"YF-Vax induced down-regulation of ZC3H11A in PBMC's extracted from human subjects: -0.40 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2877,10,VO_0000239,
1919,59,"YF-Vax induced down-regulation of TMEM121 in PBMC's extracted from human subjects: -0.27 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2881,10,VO_0000239,
1920,59,"YF-Vax induced down-regulation of C17ORF70 in PBMC's extracted from human subjects: -0.42 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2882,10,VO_0000239,
1921,59,"YF-Vax induced down-regulation of LDHB in PBMC's extracted from human subjects: -0.38 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2309,10,VO_0000239,
1922,59,"YF-Vax induced down-regulation of RPL7A in PBMC's extracted from human subjects: -0.30 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2342,10,VO_0000239,
1923,59,"YF-Vax induced down-regulation of TBCA in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2884,10,VO_0000239,
1924,59,"YF-Vax induced down-regulation of S100A5 in PBMC's extracted from human subjects: -0.42 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2888,10,VO_0000239,
1925,59,"YF-Vax induced down-regulation of WDR18 in PBMC's extracted from human subjects: -0.29 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2889,10,VO_0000239,
1926,59,"YF-Vax induced down-regulation of IRGC in PBMC's extracted from human subjects: -0.31 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2895,10,VO_0000239,
1927,59,"YF-Vax induced down-regulation of CHFR in PBMC's extracted from human subjects: -0.28 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2896,10,VO_0000239,
1928,59,"YF-Vax induced down-regulation of TSPAN4 in PBMC's extracted from human subjects: -0.34 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2897,10,VO_0000239,
1929,59,"YF-Vax induced down-regulation of FKBP2 in PBMC's extracted from human subjects: -0.32 fold change 4-7 days after vaccination [Ref3345:Scherer et al., 2007]",1903,2899,10,VO_0000239,
